symbol,score,atr_pct_med,hl_pct_med,rv_ann,qv_24h,days
HBARUSDT,0.055014925617329645,5.2685316221752645,4.622889193022834,67.39447371125429,38503574.04105,400
ETCUSDT,0.059613271844089044,5.2256341789052065,4.642861757413285,72.22729077041116,30087713.495,400
VTHOUSDT,0.09319976340870173,5.642402710071883,4.740498049475944,80.00792958737652,17514569.2577723,400
CAKEUSDT,0.09425986872017325,4.976251623714663,4.735317480924381,82.64741197020477,26252066.8737,400
IOSTUSDT,0.15211926992147698,5.751050420168069,4.8627211714459975,124.48599578801624,28175606.8741112,400
DOGEUSDT,0.18085736898975996,5.6947276434605305,4.992880397924781,73.06714735531948,424315450.2041,400
XMRUSDT,0.1888811735902854,5.358427330429763,5.281182348295047,82.09663325715741,52819090.39,400
POLUSDT,0.22327177858197322,5.7055461593114005,5.11114411630156,75.38740194986097,30775072.9359,400
TRUMPUSDT,0.3359755518898811,5.983213429256596,5.229752125873752,92.25259156516285,84482785.45812,400
LSKUSDT,0.4143189281631537,5.994060643951235,5.455376528930558,170.35457840391825,328498405.77556,400
GUSDT,0.510937910981882,6.442577030812325,5.391629244991281,104.07615836019089,247915359.868437,400
SEIUSDT,0.5142762028972341,6.204519341248565,5.588711915969929,80.71511728271308,17290551.34468,400
KSMUSDT,0.6126886879661759,6.6112915535204,5.563134499732844,84.93296216334203,45305304.806,400
ASTERUSDT,0.6270499837314338,6.407990153524946,5.765845070422536,122.7381308520513,55016054.5277,365
AVAUSDT,0.6526909054926027,6.375215146299483,5.868239810319523,100.4857446943882,322175478.34156,400
AAVEUSDT,0.6614576903451788,6.367424519336208,5.900564840325773,86.7752313168506,136686882.814,400
ICPUSDT,0.7848541387226635,6.9292732043693155,5.827773753225877,105.01005132586016,22665653.925,400
SUSHIUSDT,0.8649158123024883,6.945559122525415,6.054259106109091,96.43047568225131,14344042.3614,400
FILUSDT,0.9272467081803847,7.162267080745342,6.070226377970771,109.7474923193096,103065335.51155,400
WLFIUSDT,0.9329469115344071,7.017926885476553,6.200709463325316,98.69925760653983,24563563.22164,392
